id,Service,Duration,Place,Status
274088,1,0,,0
274089,1,0,,0
274090,1,0,,0
274091,1,0,,0
274092,1,0,,0
274093,1,0,,0
274094,1,0,,0
274095,1,0,,0
274096,1,0,,0
274097,1,0,,0
274098,1,0,,0
274099,1,0,,0
274100,1,0,,0
274101,1,0,,0
274102,1,0,,0
274103,1,0,,0
274104,1,0,,0
274105,1,0,,0
274106,1,0,,0
274107,1,0,,0
274108,1,0,,0
274109,1,0,,0
274110,1,0,,0
274111,1,0,,0
274112,1,0,,0
274113,1,0,,0
274114,1,0,,0
274115,1,0,,0
274116,1,0,,0
274117,1,0,,0
274118,1,0,,0
274119,1,0,,0
274120,1,0,,0
274121,1,0,,0
274122,1,0,,0
274123,1,0,,0
274124,1,0,,0
274125,1,0,,0
274126,1,0,,0
274127,1,0,,0
274128,1,0,,0
274129,1,0,,0
274130,1,0,,0
274131,1,0,,0
274132,1,0,,0
274133,1,0,,0
274134,1,0,,0
274135,1,0,,0
274136,1,0,,0
274137,1,0,,0
274138,1,0,,0
274139,1,0,,0
274140,1,0,,0
274141,1,0,,0
274142,1,0,,0
274143,1,0,,0
274144,1,0,,0
274145,1,0,,0
274146,1,0,,0
274147,1,0,,0
274148,1,0,,0
274149,1,0,,0
274150,1,0,,0
274151,1,0,,0
274152,1,0,,0
274153,1,0,,0
274154,1,0,,0
274155,1,0,,0
274156,1,0,,0
274157,1,0,,0
274158,1,0,,0
274159,1,0,,0
274160,1,0,,0
274161,1,0,,0
274162,1,0,,0
274163,1,0,,0
274164,1,0,,0
274165,1,0,,0
274166,1,0,,0
274167,1,0,,0
274168,1,0,,0
274169,1,0,,0
274170,1,0,,0
274171,1,0,,0
274172,1,0,,0
274173,1,0,,0
274174,1,0,,0
274175,1,0,,0
274176,1,0,,0
274177,1,0,,0
274178,1,0,,0
274179,1,0,,0
274180,1,0,,0
274181,1,0,,0
274182,1,0,,0
274183,1,0,,0
274184,1,0,,0
274185,1,0,,0
274186,1,0,,0
274187,1,0,,0
274188,1,0,,0
274189,1,0,,0
274190,1,0,,0
274191,1,0,,0
274192,1,0,,0
274193,1,0,,0
274194,1,0,,0
274195,1,0,,0
274196,1,0,,0
274197,1,0,,0
274198,1,0,,0
274199,1,0,,0
274200,1,0,,0
274201,1,0,,0
274202,1,0,,0
274203,1,0,,0
274204,1,0,,0
274205,1,0,,0
274206,1,0,,0
274207,1,0,,0
274208,1,0,,0
274209,1,0,,0
274210,1,0,,0
274211,1,0,,0
274212,1,0,,0
274213,1,0,,0
274214,1,0,,0
274215,1,0,,0
274216,1,0,,0
274217,1,0,,0
274218,1,0,,0
274219,1,0,,0
274220,1,0,,0
274221,1,0,,0
274222,1,0,,0
274223,1,0,,0
274503,1,0,,0
274504,1,0,,0
274505,1,0,,0
274506,1,0,,0
274507,1,0,,0
274508,1,0,,0
274509,1,0,,0
274510,1,0,,0
274511,1,0,,0
274512,1,0,,0
274513,1,0,,0
274514,1,0,,0
274515,1,0,,0
274516,1,0,,0
274517,1,0,,0
274518,1,0,,0
274519,1,0,,0
274520,1,0,,0
274521,1,0,,0
274522,1,0,,0
274523,1,0,,0
274524,1,0,,0
274525,1,0,,0
274526,1,0,,0
274527,1,0,,0
274528,1,0,,0
274529,1,0,,0
274530,1,0,,0
274531,1,0,,0
274532,1,0,,0
274533,1,0,,0
274534,1,0,,0
274535,1,0,,0
274536,1,0,,0
274537,1,0,,0
274538,1,0,,0
274539,1,0,,0
274540,1,0,,0
274541,1,0,,0
274542,1,0,,0
274543,1,0,,0
274544,1,0,,0
274545,1,0,,0
274546,1,0,,0
274547,1,0,,0
274548,1,0,,0
274549,1,0,,0
274550,1,0,,0
274551,1,0,,0
274552,1,0,,0
274553,1,0,,0
274554,1,0,,0
274555,1,0,,0
274556,1,0,,0
274557,1,0,,0
274558,1,0,,0
274559,1,0,,0
274560,1,0,,0
274561,1,0,,0
274562,1,0,,0
274563,1,0,,0
274564,1,0,,0
274565,1,0,,0
274566,1,0,,0
274567,1,0,,0
274568,1,0,,0
274569,1,0,,0
274570,1,0,,0
274571,1,0,,0
274572,1,0,,0
274573,1,0,,0
274574,1,0,,0
274575,1,0,,0
274576,1,0,,0
274577,1,0,,0
274578,1,0,,0
274579,1,0,,0
274580,1,0,,0
274581,1,0,,0
274582,1,0,,0
274583,1,0,,0
274584,1,0,,0
274585,1,0,,0
274586,1,0,,0
274587,1,0,,0
274588,1,0,,0
274589,1,0,,0
274590,1,0,,0
274591,1,0,,0
274592,1,0,,0
274593,1,0,,0
274594,1,0,,0
274595,1,0,,0
274596,1,0,,0
274597,1,0,,0
274598,1,0,,0
274599,1,0,,0
274600,1,0,,0
274601,1,0,,0
274602,1,0,,0
274603,1,0,,0
274604,1,0,,0
274605,1,0,,0
274606,1,0,,0
274607,1,0,,0
274608,1,0,,0
274609,1,0,,0
274610,1,0,,0
274611,1,0,,0
274612,1,0,,0
274613,1,0,,0
274614,1,0,,0
274615,1,0,,0
274616,1,0,,0
274617,1,0,,0
274618,1,0,,0
274619,1,0,,0
274620,1,0,,0
274621,1,0,,0
274622,1,0,,0
274623,1,0,,0
274624,1,0,,0
274625,1,0,,0
274626,1,0,,0
274627,1,0,,0
274628,1,0,,0
274629,1,0,,0
274630,1,0,,0
274631,1,0,,0
274632,1,0,,0
274633,1,0,,0
274634,1,0,,0
274635,1,0,,0
274636,1,0,,0
274637,1,0,,0
274638,1,0,,0
274639,1,0,,0
274640,1,0,,0
274641,1,0,,0
274642,1,0,,0
274643,1,0,,0
274644,1,0,,0
274645,1,0,,0
274646,1,0,,0
274647,1,0,,0
274648,1,0,,0
274649,1,0,,0
274650,1,0,,0
274651,1,0,,0
274652,1,0,,0
274653,1,0,,0
274654,1,0,,0
274655,1,0,,0
274656,1,0,,0
274657,1,0,,0
274658,1,0,,0
274659,1,0,,0
274660,1,0,,0
274661,1,0,,0
274662,1,0,,0
274663,1,0,,0
274664,1,0,,0
274665,1,0,,0
274666,1,0,,0
274667,1,0,,0
274668,1,0,,0
274669,1,0,,0
274670,1,0,,0
274671,1,0,,0
274672,1,0,,0
274673,1,0,,0
274674,1,0,,0
274675,1,0,,0
274676,1,0,,0
274677,1,0,,0
274678,1,0,,0
274679,1,0,,0
274680,1,0,,0
274681,1,0,,0
274682,1,0,,0
274683,1,0,,0
274684,1,0,,0
274685,1,0,,0
274686,1,0,,0
274687,1,0,,0
274688,1,0,,0
274689,1,0,,0
274690,1,0,,0
274691,1,0,,0
274692,1,0,,0
274693,1,0,,0
274694,1,0,,0
274695,1,0,,0
274696,1,0,,0
274697,1,0,,0
274698,1,0,,0
274699,1,0,,0
274700,1,0,,0
274701,1,0,,0
274702,1,0,,0
274703,1,0,,0
274704,1,0,,0
274705,1,0,,0
274706,1,0,,0
274707,1,0,,0
274708,1,0,,0
274709,1,0,,0
274710,1,0,,0
274711,1,0,,0
274712,1,0,,0
274713,1,0,,0
274714,1,0,,0
274715,1,0,,0
274716,1,0,,0
274717,1,0,,0
274718,1,0,,0
274719,1,0,,0
274720,1,0,,0
274721,1,0,,0
274722,1,0,,0
274723,1,0,,0
274724,1,0,,0
274725,1,0,,0
274726,1,0,,0
274727,1,0,,0
274728,1,0,,0
274729,1,0,,0
274730,1,0,,0
274731,1,0,,0
274732,1,0,,0
274733,1,0,,0
274734,1,0,,0
274735,1,0,,0
274736,1,0,,0
274737,1,0,,0
274738,1,0,,0
274739,1,0,,0
274740,1,0,,0
274741,1,0,,0
274742,1,0,,0
274743,1,0,,0
274744,1,0,,0
274745,1,0,,0
274746,1,0,,0
274747,1,0,,0
274748,1,0,,0
274749,1,0,,0
274750,1,0,,0
274751,1,0,,0
274752,1,0,,0
274753,1,0,,0
274754,1,0,,0
274755,1,0,,0
274756,1,0,,0
274757,1,0,,0
274758,1,0,,0
274759,1,0,,0
274760,1,0,,0
274761,1,0,,0
274762,1,0,,0
274763,1,0,,0
274764,1,0,,0
274765,1,0,,0
274766,1,0,,0
274767,1,0,,0
274768,1,0,,0
274769,1,0,,0
274770,1,0,,0
274771,1,0,,0
274772,1,0,,0
274773,1,0,,0
274774,1,0,,0
274775,1,0,,0
274776,1,0,,0
274777,1,0,,0
274778,1,0,,0
274779,1,0,,0
274780,1,0,,0
274781,1,0,,0
275061,1,0,,0
275062,1,0,,0
275063,1,0,,0
275064,1,0,,0
275065,1,0,,0
275066,1,0,,0
275067,1,0,,0
275068,1,0,,0
275069,1,0,,0
275070,1,0,,0
275071,1,0,,0
275072,1,0,,0
275073,1,0,,0
275074,1,0,,0
275075,1,0,,0
275076,1,0,,0
275077,1,0,,0
275078,1,0,,0
275079,1,0,,0
275080,1,0,,0
275081,1,0,,0
275082,1,0,,0
275083,1,0,,0
275084,1,0,,0
275085,1,0,,0
275086,1,0,,0
275087,1,0,,0
275088,1,0,,0
275089,1,0,,0
275090,1,0,,0
275091,1,0,,0
275092,1,0,,0
275093,1,0,,0
275094,1,0,,0
275095,1,0,,0
275096,1,0,,0
275097,1,0,,0
275098,1,0,,0
275099,1,0,,0
275100,1,0,,0
275101,1,0,,0
275102,1,0,,0
275103,1,0,,0
275104,1,0,,0
275105,1,0,,0
275106,1,0,,0
275107,1,0,,0
275108,1,0,,0
275109,1,0,,0
275110,1,0,,0
275111,1,0,,0
275112,1,0,,0
275113,1,0,,0
275114,1,0,,0
275115,1,0,,0
275116,1,0,,0
275117,1,0,,0
275118,1,0,,0
275119,1,0,,0
275120,1,0,,0
275121,1,0,,0
275122,1,0,,0
275123,1,0,,0
275124,1,0,,0
275125,1,0,,0
275126,1,0,,0
275127,1,0,,0
275128,1,0,,0
275129,1,0,,0
275130,1,0,,0
275131,1,0,,0
275132,1,0,,0
275133,1,0,,0
275134,1,0,,0
275135,1,0,,0
275136,1,0,,0
275137,1,0,,0
275138,1,0,,0
275139,1,0,,0
275140,1,0,,0
275141,1,0,,0
275142,1,0,,0
275143,1,0,,0
275144,1,0,,0
275145,1,0,,0
275146,1,0,,0
275147,1,0,,0
275148,1,0,,0
275149,1,0,,0
275150,1,0,,0
275151,1,0,,0
275152,1,0,,0
275153,1,0,,0
275154,1,0,,0
275155,1,0,,0
275156,1,0,,0
275157,1,0,,0
275158,1,0,,0
275159,1,0,,0
275160,1,0,,0
275161,1,0,,0
275162,1,0,,0
275163,1,0,,0
275164,1,0,,0
275165,1,0,,0
275166,1,0,,0
275167,1,0,,0
275168,1,0,,0
275169,1,0,,0
275170,1,0,,0
275171,1,0,,0
275172,1,0,,0
275173,1,0,,0
275174,1,0,,0
275175,1,0,,0
275176,1,0,,0
275177,1,0,,0
275178,1,0,,0
275179,1,0,,0
275180,1,0,,0
275181,1,0,,0
275182,1,0,,0
275183,1,0,,0
275184,1,0,,0
275185,1,0,,0
275186,1,0,,0
275187,1,0,,0
275188,1,0,,0
275189,1,0,,0
275190,1,0,,0
275191,1,0,,0
275192,1,0,,0
275193,1,0,,0
275194,1,0,,0
275195,1,0,,0
275196,1,0,,0
275197,1,0,,0
275198,1,0,,0
275199,1,0,,0
275200,1,0,,0
275201,1,0,,0
275202,1,0,,0
275203,1,0,,0
275204,1,0,,0
275205,1,0,,0
275206,1,0,,0
275207,1,0,,0
275208,1,0,,0
275209,1,0,,0
275210,1,0,,0
275211,1,0,,0
275212,1,0,,0
275213,1,0,,0
275214,1,0,,0
275215,1,0,,0
275216,1,0,,0
275217,1,0,,0
275218,1,0,,0
275219,1,0,,0
275220,1,0,,0
275221,1,0,,0
275222,1,0,,0
275223,1,0,,0
275224,1,0,,0
275225,1,0,,0
275226,1,0,,0
275227,1,0,,0
275228,1,0,,0
275229,1,0,,0
275230,1,0,,0
275231,1,0,,0
275232,1,0,,0
275233,1,0,,0
275234,1,0,,0
275235,1,0,,0
275236,1,0,,0
275237,1,0,,0
275238,1,0,,0
275239,1,0,,0
275240,1,0,,0
275241,1,0,,0
275242,1,0,,0
275243,1,0,,0
275244,1,0,,0
275245,1,0,,0
275246,1,0,,0
275247,1,0,,0
275248,1,0,,0
275249,1,0,,0
275250,1,0,,0
275251,1,0,,0
275252,1,0,,0
275253,1,0,,0
275254,1,0,,0
275255,1,0,,0
275256,1,0,,0
275257,1,0,,0
275258,1,0,,0
275259,1,0,,0
275260,1,0,,0
275261,1,0,,0
275262,1,0,,0
275263,1,0,,0
275264,1,0,,0
275265,1,0,,0
275266,1,0,,0
275267,1,0,,0
275268,1,0,,0
275269,1,0,,0
275270,1,0,,0
275271,1,0,,0
275272,1,0,,0
275273,1,0,,0
275274,1,0,,0
275275,1,0,,0
275276,1,0,,0
275277,1,0,,0
275278,1,0,,0
275279,1,0,,0
275280,1,0,,0
275281,1,0,,0
275282,1,0,,0
275283,1,0,,0
275284,1,0,,0
275285,1,0,,0
275286,1,0,,0
275287,1,0,,0
275288,1,0,,0
275289,1,0,,0
275290,1,0,,0
275291,1,0,,0
275292,1,0,,0
275293,1,0,,0
275294,1,0,,0
275295,1,0,,0
275296,1,0,,0
275297,1,0,,0
275298,1,0,,0
275299,1,0,,0
275300,1,0,,0
275301,1,0,,0
275302,1,0,,0
275303,1,0,,0
275304,1,0,,0
275305,1,0,,0
275306,1,0,,0
275307,1,0,,0
275308,1,0,,0
275309,1,0,,0
275310,1,0,,0
275311,1,0,,0
275312,1,0,,0
275313,1,0,,0
275314,1,0,,0
275315,1,0,,0
275316,1,0,,0
275317,1,0,,0
275318,1,0,,0
275319,1,0,,0
275320,1,0,,0
275321,1,0,,0
275322,1,0,,0
275323,1,0,,0
275324,1,0,,0
275325,1,0,,0
275326,1,0,,0
275327,1,0,,0
275328,1,0,,0
275329,1,0,,0
275330,1,0,,0
275331,1,0,,0
275332,1,0,,0
275333,1,0,,0
275334,1,0,,0
275335,1,0,,0
275336,1,0,,0
275337,1,0,,0
275338,1,0,,0
275339,1,0,,0
275619,1,0,,0
275620,1,0,,0
275621,1,0,,0
275622,1,0,,0
275623,1,0,,0
275624,1,0,,0
275625,1,0,,0
275626,1,0,,0
275627,1,0,,0
275628,1,0,,0
275629,1,0,,0
275630,1,0,,0
275631,1,0,,0
275632,1,0,,0
275633,1,0,,0
275634,1,0,,0
275635,1,0,,0
275636,1,0,,0
275637,1,0,,0
275638,1,0,,0
275639,1,0,,0
275640,1,0,,0
275641,1,0,,0
275642,1,0,,0
275643,1,0,,0
275644,1,0,,0
275645,1,0,,0
275646,1,0,,0
275647,1,0,,0
275648,1,0,,0
275649,1,0,,0
275650,1,0,,0
275651,1,0,,0
275652,1,0,,0
275653,1,0,,0
275654,1,0,,0
275655,1,0,,0
275656,1,0,,0
275657,1,0,,0
275658,1,0,,0
275659,1,0,,0
275660,1,0,,0
275661,1,0,,0
275662,1,0,,0
275663,1,0,,0
275664,1,0,,0
275665,1,0,,0
275666,1,0,,0
275667,1,0,,0
275668,1,0,,0
275669,1,0,,0
275670,1,0,,0
275671,1,0,,0
275672,1,0,,0
275673,1,0,,0
275674,1,0,,0
275675,1,0,,0
275676,1,0,,0
275677,1,0,,0
275678,1,0,,0
275679,1,0,,0
275680,1,0,,0
275681,1,0,,0
275682,1,0,,0
275683,1,0,,0
275684,1,0,,0
275685,1,0,,0
275686,1,0,,0
275687,1,0,,0
275688,1,0,,0
275689,1,0,,0
275690,1,0,,0
275691,1,0,,0
275692,1,0,,0
275693,1,0,,0
275694,1,0,,0
275695,1,0,,0
275696,1,0,,0
275697,1,0,,0
275698,1,0,,0
275699,1,0,,0
275700,1,0,,0
275701,1,0,,0
275702,1,0,,0
275703,1,0,,0
275704,1,0,,0
275705,1,0,,0
275706,1,0,,0
275707,1,0,,0
275708,1,0,,0
275709,1,0,,0
275710,1,0,,0
275711,1,0,,0
275712,1,0,,0
275713,1,0,,0
275714,1,0,,0
275715,1,0,,0
275716,1,0,,0
275717,1,0,,0
275718,1,0,,0
275719,1,0,,0
275720,1,0,,0
275721,1,0,,0
275722,1,0,,0
275723,1,0,,0
275724,1,0,,0
275725,1,0,,0
275726,1,0,,0
275727,1,0,,0
275728,1,0,,0
275729,1,0,,0
275730,1,0,,0
275731,1,0,,0
275732,1,0,,0
275733,1,0,,0
275734,1,0,,0
275735,1,0,,0
275736,1,0,,0
275737,1,0,,0
275738,1,0,,0
275739,1,0,,0
275740,1,0,,0
275741,1,0,,0
275742,1,0,,0
275743,1,0,,0
275744,1,0,,0
275745,1,0,,0
275746,1,0,,0
275747,1,0,,0
275748,1,0,,0
275749,1,0,,0
275750,1,0,,0
275751,1,0,,0
275752,1,0,,0
275753,1,0,,0
275754,1,0,,0
275755,1,0,,0
275756,1,0,,0
275757,1,0,,0
275758,1,0,,0
275759,1,0,,0
275760,1,0,,0
275761,1,0,,0
275762,1,0,,0
275763,1,0,,0
275764,1,0,,0
275765,1,0,,0
275766,1,0,,0
275767,1,0,,0
275768,1,0,,0
275769,1,0,,0
275770,1,0,,0
275771,1,0,,0
275772,1,0,,0
275773,1,0,,0
275774,1,0,,0
275775,1,0,,0
275776,1,0,,0
275777,1,0,,0
275778,1,0,,0
275779,1,0,,0
275780,1,0,,0
275781,1,0,,0
275782,1,0,,0
275783,1,0,,0
275784,1,0,,0
275785,1,0,,0
275786,1,0,,0
275787,1,0,,0
275788,1,0,,0
275789,1,0,,0
275790,1,0,,0
275791,1,0,,0
275792,1,0,,0
275793,1,0,,0
275794,1,0,,0
275795,1,0,,0
275796,1,0,,0
275797,1,0,,0
275798,1,0,,0
275799,1,0,,0
275800,1,0,,0
275801,1,0,,0
275802,1,0,,0
275803,1,0,,0
275804,1,0,,0
275805,1,0,,0
275806,1,0,,0
275807,1,0,,0
275808,1,0,,0
275809,1,0,,0
275810,1,0,,0
275811,1,0,,0
275812,1,0,,0
275813,1,0,,0
275814,1,0,,0
275815,1,0,,0
275816,1,0,,0
275817,1,0,,0
275818,1,0,,0
275819,1,0,,0
275820,1,0,,0
275821,1,0,,0
275822,1,0,,0
275823,1,0,,0
275824,1,0,,0
275825,1,0,,0
275826,1,0,,0
275827,1,0,,0
275828,1,0,,0
275829,1,0,,0
275830,1,0,,0
275831,1,0,,0
275832,1,0,,0
275833,1,0,,0
275834,1,0,,0
275835,1,0,,0
275836,1,0,,0
275837,1,0,,0
275838,1,0,,0
275839,1,0,,0
275840,1,0,,0
275841,1,0,,0
275842,1,0,,0
275843,1,0,,0
275844,1,0,,0
275845,1,0,,0
275846,1,0,,0
275847,1,0,,0
275848,1,0,,0
275849,1,0,,0
275850,1,0,,0
275851,1,0,,0
275852,1,0,,0
275853,1,0,,0
275854,1,0,,0
275855,1,0,,0
275856,1,0,,0
275857,1,0,,0
275858,1,0,,0
275859,1,0,,0
275860,1,0,,0
275861,1,0,,0
275862,1,0,,0
275863,1,0,,0
275864,1,0,,0
275865,1,0,,0
275866,1,0,,0
275867,1,0,,0
275868,1,0,,0
275869,1,0,,0
275870,1,0,,0
275871,1,0,,0
275872,1,0,,0
275873,1,0,,0
275874,1,0,,0
275875,1,0,,0
275876,1,0,,0
275877,1,0,,0
275878,1,0,,0
275879,1,0,,0
275880,1,0,,0
275881,1,0,,0
275882,1,0,,0
275883,1,0,,0
275884,1,0,,0
275885,1,0,,0
275886,1,0,,0
275887,1,0,,0
275888,1,0,,0
275889,1,0,,0
275890,1,0,,0
275891,1,0,,0
275892,1,0,,0
275893,1,0,,0
275894,1,0,,0
275895,1,0,,0
275896,1,0,,0
275897,1,0,,0
276177,1,0,,0
276178,1,0,,0
276179,1,0,,0
276180,1,0,,0
276181,1,0,,0
276182,1,0,,0
276183,1,0,,0
276184,1,0,,0
276185,1,0,,0
276186,1,0,,0
276187,1,0,,0
276188,1,0,,0
276189,1,0,,0
276190,1,0,,0
276191,1,0,,0
276192,1,0,,0
276193,1,0,,0
276194,1,0,,0
276195,1,0,,0
276196,1,0,,0
276197,1,0,,0
276198,1,0,,0
276199,1,0,,0
276200,1,0,,0
276201,1,0,,0
276202,1,0,,0
276203,1,0,,0
276204,1,0,,0
276205,1,0,,0
276206,1,0,,0
276207,1,0,,0
276208,1,0,,0
276209,1,0,,0
276210,1,0,,0
276211,1,0,,0
276212,1,0,,0
276213,1,0,,0
276214,1,0,,0
276215,1,0,,0
276216,1,0,,0
276217,1,0,,0
276218,1,0,,0
276219,1,0,,0
276220,1,0,,0
276221,1,0,,0
276222,1,0,,0
276223,1,0,,0
276224,1,0,,0
276225,1,0,,0
276226,1,0,,0
276227,1,0,,0
276228,1,0,,0
276229,1,0,,0
276230,1,0,,0
276231,1,0,,0
276232,1,0,,0
276233,1,0,,0
276234,1,0,,0
276235,1,0,,0
276236,1,0,,0
276237,1,0,,0
276238,1,0,,0
276239,1,0,,0
276240,1,0,,0
276241,1,0,,0
276242,1,0,,0
276243,1,0,,0
276244,1,0,,0
276245,1,0,,0
276246,1,0,,0
276247,1,0,,0
276248,1,0,,0
276249,1,0,,0
276250,1,0,,0
276251,1,0,,0
276252,1,0,,0
276253,1,0,,0
276254,1,0,,0
276255,1,0,,0
276256,1,0,,0
276257,1,0,,0
276258,1,0,,0
276259,1,0,,0
276260,1,0,,0
276261,1,0,,0
276262,1,0,,0
276263,1,0,,0
276264,1,0,,0
276265,1,0,,0
276266,1,0,,0
276267,1,0,,0
276268,1,0,,0
276269,1,0,,0
276270,1,0,,0
276271,1,0,,0
276272,1,0,,0
276273,1,0,,0
276274,1,0,,0
276275,1,0,,0
276276,1,0,,0
276277,1,0,,0
276278,1,0,,0
276279,1,0,,0
276280,1,0,,0
276281,1,0,,0
276282,1,0,,0
276283,1,0,,0
276284,1,0,,0
276285,1,0,,0
276286,1,0,,0
276287,1,0,,0
276288,1,0,,0
276289,1,0,,0
276290,1,0,,0
276291,1,0,,0
276292,1,0,,0
276293,1,0,,0
276294,1,0,,0
276295,1,0,,0
276296,1,0,,0
276297,1,0,,0
276298,1,0,,0
276299,1,0,,0
276300,1,0,,0
276301,1,0,,0
276302,1,0,,0
276303,1,0,,0
276304,1,0,,0
276305,1,0,,0
276306,1,0,,0
276307,1,0,,0
276308,1,0,,0
276309,1,0,,0
276310,1,0,,0
276311,1,0,,0
276312,1,0,,0
276313,1,0,,0
276314,1,0,,0
276315,1,0,,0
276316,1,0,,0
276317,1,0,,0
276318,1,0,,0
276319,1,0,,0
276320,1,0,,0
276321,1,0,,0
276322,1,0,,0
276323,1,0,,0
276324,1,0,,0
276325,1,0,,0
276326,1,0,,0
276327,1,0,,0
276328,1,0,,0
276329,1,0,,0
276330,1,0,,0
276331,1,0,,0
276332,1,0,,0
276333,1,0,,0
276334,1,0,,0
276335,1,0,,0
276336,1,0,,0
276337,1,0,,0
276338,1,0,,0
276339,1,0,,0
276340,1,0,,0
276341,1,0,,0
276342,1,0,,0
276343,1,0,,0
276344,1,0,,0
276345,1,0,,0
276346,1,0,,0
276347,1,0,,0
276348,1,0,,0
276349,1,0,,0
276350,1,0,,0
276351,1,0,,0
276352,1,0,,0
276353,1,0,,0
276354,1,0,,0
276355,1,0,,0
276356,1,0,,0
276357,1,0,,0
276358,1,0,,0
276359,1,0,,0
276360,1,0,,0
276361,1,0,,0
276362,1,0,,0
276363,1,0,,0
276364,1,0,,0
276365,1,0,,0
276366,1,0,,0
276367,1,0,,0
276368,1,0,,0
276369,1,0,,0
276370,1,0,,0
276371,1,0,,0
276372,1,0,,0
276373,1,0,,0
276374,1,0,,0
276375,1,0,,0
276376,1,0,,0
276377,1,0,,0
276378,1,0,,0
276379,1,0,,0
276380,1,0,,0
276381,1,0,,0
276382,1,0,,0
276383,1,0,,0
276384,1,0,,0
276385,1,0,,0
276386,1,0,,0
276387,1,0,,0
276388,1,0,,0
276389,1,0,,0
276390,1,0,,0
276391,1,0,,0
276392,1,0,,0
276393,1,0,,0
276394,1,0,,0
276395,1,0,,0
276396,1,0,,0
276397,1,0,,0
276398,1,0,,0
276399,1,0,,0
276400,1,0,,0
276401,1,0,,0
276402,1,0,,0
276403,1,0,,0
276404,1,0,,0
276405,1,0,,0
276406,1,0,,0
276407,1,0,,0
276408,1,0,,0
276409,1,0,,0
276410,1,0,,0
276411,1,0,,0
276412,1,0,,0
276413,1,0,,0
276414,1,0,,0
276415,1,0,,0
276416,1,0,,0
276417,1,0,,0
276418,1,0,,0
276419,1,0,,0
276420,1,0,,0
276421,1,0,,0
276422,1,0,,0
276423,1,0,,0
276424,1,0,,0
276425,1,0,,0
276426,1,0,,0
276427,1,0,,0
276428,1,0,,0
276429,1,0,,0
276430,1,0,,0
276431,1,0,,0
276432,1,0,,0
276433,1,0,,0
276434,1,0,,0
276435,1,0,,0
276436,1,0,,0
276437,1,0,,0
276438,1,0,,0
276439,1,0,,0
276440,1,0,,0
276441,1,0,,0
276442,1,0,,0
276443,1,0,,0
276444,1,0,,0
276445,1,0,,0
276446,1,0,,0
276447,1,0,,0
276448,1,0,,0
276449,1,0,,0
276450,1,0,,0
276451,1,0,,0
276452,1,0,,0
276453,1,0,,0
276454,1,0,,0
276455,1,0,,0
276735,1,0,,0
276736,1,0,,0
